PrdAcctId,CityCd,CusType,MaritalStatus,SexCode,MemberType,KYCYN,Years since opening the account,years for cust,Age,ActTotBalFcy,churn?
SB,MUM,1.0,1.0,F ,1.0,Y,9.0,13.0,35.0,869167.72,0
SB,MUM,1.0,2.0,M ,1.0,Y,9.0,13.0,40.0,3505.74,0
SB,MUM,1.0,1.0,M ,0.0,Y,12.0,12.0,44.0,107.24,0
SB,MUM,1.0,2.0,M ,1.0,N,11.0,12.0,48.0,1574.52,0
SB,MUM,1.0,1.0,M ,0.0,Y,12.0,12.0,36.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,N,11.0,12.0,43.0,1129.71,0
SB,MUM,10.0,2.0,F ,0.0,Y,12.0,12.0,71.0,0.0,0
SB,NMM,1.0,2.0,M ,0.0,Y,0.0,12.0,44.0,2049.0,0
SB,MUM,1.0,2.0,F ,0.0,Y,10.0,12.0,62.0,0.0,0
SB,MUM,10.0,1.0,M ,0.0,Y,10.0,12.0,78.0,0.0,0
SB,MUM,1.0,2.0,M ,0.0,Y,12.0,12.0,38.0,360.52,0
SB,MUM,1.0,2.0,M ,1.0,N,12.0,12.0,45.0,0.0,0
SB,MUM,1.0,2.0,M ,1.0,Y,12.0,12.0,55.0,112.94,0
SB,MUM,1.0,2.0,M ,0.0,Y,12.0,12.0,33.0,1180.0,0
SB,MUM,1.0,1.0,M ,1.0,Y,12.0,12.0,50.0,4529.52,0
SB,MUM,1.0,1.0,M ,1.0,Y,12.0,12.0,36.0,2077.84,0
SB,MUM,1.0,1.0,M ,0.0,Y,12.0,12.0,32.0,1588.48,0
SB,MUM,1.0,2.0,M ,0.0,Y,12.0,12.0,34.0,0.0,0
SB,MUM,1.0,2.0,F ,1.0,Y,12.0,12.0,50.0,0.0,0
SB,MUM,1.0,2.0,M ,1.0,N,12.0,12.0,30.0,0.0,0
SB,MUM,1.0,2.0,M ,1.0,Y,12.0,12.0,39.0,0.0,0
SB,MUM,1.0,2.0,M ,0.0,Y,12.0,12.0,28.0,0.76,0
SB,MUM,1.0,2.0,M ,1.0,Y,12.0,12.0,29.0,112.94,0
SB,MUM,1.0,2.0,M ,1.0,Y,12.0,12.0,43.0,831.24,0
SB,MUM,1.0,2.0,M ,1.0,Y,12.0,12.0,36.0,137.99,0
SB,MUM,1.0,2.0,M ,0.0,Y,12.0,12.0,28.0,377.69,0
SB,MUM,1.0,2.0,M ,1.0,Y,12.0,12.0,36.0,112.7,0
SB,MUM,1.0,2.0,M ,0.0,Y,12.0,12.0,40.0,333.0,0
SB,MUM,1.0,2.0,M ,1.0,Y,12.0,12.0,46.0,200.24,0
SB,MUM,1.0,2.0,M ,1.0,Y,12.0,12.0,32.0,611.24,0
SB,NBO,1.0,2.0,M ,0.0,Y,12.0,12.0,48.0,374381.0,0
SB,MUM,1.0,2.0,F ,0.0,Y,12.0,12.0,52.0,0.0,1
SB,MUM,1.0,1.0,M ,1.0,Y,12.0,12.0,38.0,112.94,0
SB,MUM,1.0,2.0,M ,1.0,N,12.0,12.0,56.0,0.0,0
SB,MUM,1.0,2.0,M ,1.0,Y,12.0,12.0,61.0,0.0,0
SB,MUM,1.0,2.0,F ,1.0,Y,12.0,12.0,41.0,48794.23,0
SB,NBO,1.0,2.0,M ,0.0,Y,12.0,12.0,52.0,84.47,0
SB,MUM,1.0,2.0,M ,0.0,Y,12.0,12.0,38.0,1714.24,0
SB,MUM,1.0,2.0,M ,1.0,Y,12.0,12.0,42.0,112.94,0
SB,MUM,1.0,2.0,M ,0.0,Y,12.0,12.0,29.0,0.04,0
SB,MUM,1.0,2.0,M ,1.0,Y,12.0,12.0,52.0,137.99,0
SB,MUM,1.0,2.0,M ,1.0,Y,12.0,12.0,35.0,112.94,0
SB,MUM,1.0,2.0,M ,1.0,Y,12.0,12.0,35.0,112.94,0
SB,MUM,1.0,2.0,M ,0.0,Y,12.0,12.0,38.0,1167.0,0
SB,MUM,1.0,2.0,M ,1.0,Y,12.0,12.0,28.0,112.94,0
SB,MUM,1.0,2.0,M ,0.0,Y,12.0,12.0,46.0,333.0,0
SB,MUM,1.0,2.0,M ,0.0,Y,12.0,12.0,46.0,1481.0,0
SB,MUM,1.0,2.0,M ,0.0,Y,12.0,12.0,47.0,1497.0,0
SB,MUM,1.0,2.0,M ,0.0,Y,12.0,12.0,48.0,631.54,0
SB,MUM,1.0,2.0,M ,0.0,N,12.0,12.0,39.0,0.0,0
SB,MUM,1.0,2.0,M ,0.0,Y,9.0,12.0,19.0,2616.0,0
SB,MUM,1.0,2.0,F ,0.0,Y,12.0,12.0,65.0,901.92,0
SB,MUM,1.0,2.0,M ,1.0,Y,12.0,12.0,45.0,210.24,0
SB,MUM,1.0,1.0,M ,1.0,Y,12.0,12.0,37.0,112.94,0
SB,MUM,1.0,2.0,M ,1.0,Y,12.0,12.0,48.0,112.94,0
SB,MUM,1.0,2.0,M ,1.0,Y,12.0,12.0,47.0,0.0,0
SB,MUM,1.0,2.0,M ,1.0,Y,12.0,12.0,55.0,0.0,0
SB,NMM,1.0,1.0,M ,1.0,Y,12.0,12.0,31.0,1157.11,0
SB,MUM,1.0,2.0,M ,1.0,Y,12.0,12.0,48.0,200.93,0
SB,MUM,1.0,2.0,M ,1.0,Y,12.0,12.0,51.0,154.18,0
SB,MUM,1.0,1.0,M ,1.0,Y,12.0,12.0,40.0,154.18,0
SB,MUM,1.0,2.0,M ,0.0,Y,12.0,12.0,45.0,0.0,1
SB,MUM,1.0,1.0,M ,0.0,Y,12.0,12.0,31.0,5082.0,0
SB,MUM,1.0,1.0,M ,0.0,Y,12.0,12.0,35.0,947.52,0
SB,MUM,1.0,2.0,M ,0.0,Y,12.0,12.0,43.0,0.0,1
SB,NBO,1.0,2.0,F ,1.0,Y,12.0,12.0,40.0,17908.62,0
SB,MUM,1.0,2.0,M ,1.0,Y,12.0,12.0,73.0,192.63,0
SB,MUM,1.0,2.0,M ,1.0,Y,12.0,12.0,42.0,114.88,0
SB,MUM,1.0,2.0,M ,1.0,Y,12.0,12.0,53.0,568.18,0
SB,MUM,1.0,2.0,M ,1.0,N,12.0,12.0,75.0,0.0,0
SB,MUM,1.0,2.0,M ,1.0,Y,12.0,12.0,53.0,568.27,0
SB,MUM,1.0,2.0,M ,1.0,Y,12.0,12.0,56.0,114.88,0
SB,MUM,1.0,2.0,F ,1.0,Y,12.0,12.0,53.0,201.38,0
SB,MUM,1.0,2.0,M ,1.0,Y,12.0,12.0,45.0,119.63,0
SB,MUM,1.0,2.0,M ,1.0,Y,12.0,12.0,35.0,568.18,0
SB,MUM,1.0,2.0,M ,1.0,Y,12.0,12.0,47.0,119.63,0
SB,MUM,1.0,2.0,M ,1.0,Y,12.0,12.0,52.0,114.88,0
SB,MUM,1.0,2.0,M ,2.0,Y,12.0,12.0,44.0,4951.13,0
SB,MUM,1.0,2.0,M ,1.0,Y,12.0,12.0,39.0,568.18,0
SB,MUM,1.0,2.0,M ,2.0,Y,12.0,12.0,66.0,568.18,0
SB,MUM,1.0,2.0,M ,0.0,Y,12.0,12.0,45.0,380.0,0
SB,MUM,1.0,1.0,M ,0.0,Y,12.0,12.0,33.0,0.1,0
SB,MUM,1.0,2.0,M ,1.0,Y,12.0,12.0,63.0,0.0,0
SB,MUM,1.0,2.0,M ,0.0,Y,12.0,12.0,46.0,1857.47,0
SB,NMM,1.0,2.0,M ,1.0,Y,4.0,12.0,46.0,10154.88,0
SB,MUM,2.0,1.0,M ,0.0,Y,12.0,12.0,35.0,0.0,0
SB,THN,2.0,1.0,F ,0.0,Y,12.0,12.0,37.0,57.0,0
SB,MUM,1.0,2.0,M ,1.0,Y,12.0,12.0,46.0,174.13,0
SB,MUM,1.0,2.0,M ,1.0,Y,12.0,12.0,43.0,568.18,0
SB,MUM,1.0,2.0,M ,1.0,Y,12.0,12.0,52.0,874.09,0
SB,MUM,1.0,2.0,M ,1.0,Y,12.0,12.0,45.0,0.0,0
SB,MUM,1.0,2.0,M ,1.0,Y,12.0,12.0,46.0,4046.13,0
SB,MUM,1.0,1.0,M ,2.0,Y,12.0,12.0,41.0,1.0,0
SB,NBO,1.0,1.0,M ,0.0,Y,12.0,12.0,38.0,178.55,0
SB,MUM,1.0,2.0,M ,1.0,Y,12.0,12.0,59.0,0.0,0
SB,MUM,1.0,2.0,M ,1.0,Y,4.0,12.0,37.0,4216.5,0
SB,MUM,1.0,1.0,M ,0.0,Y,12.0,12.0,34.0,916.47,0
SB,MUM,1.0,2.0,M ,1.0,N,12.0,12.0,66.0,0.0,0
SB,MUM,1.0,2.0,M ,1.0,Y,12.0,12.0,31.0,154.53,0
SB,MUM,1.0,2.0,M ,1.0,N,12.0,12.0,35.0,0.0,0
SB,MUM,1.0,2.0,M ,1.0,Y,12.0,12.0,60.0,134.64,0
SB,MUM,1.0,1.0,M ,1.0,Y,12.0,12.0,41.0,192.38,0
SB,MUM,1.0,1.0,M ,0.0,Y,12.0,12.0,30.0,771.08,0
SB,MUM,1.0,1.0,M ,0.0,Y,12.0,12.0,38.0,0.1,0
SB,MUM,1.0,2.0,F ,0.0,Y,12.0,12.0,43.0,2447.49,0
SB,MUM,1.0,2.0,M ,0.0,Y,12.0,12.0,48.0,1082.0,0
SB,MUM,1.0,2.0,F ,0.0,Y,12.0,12.0,45.0,976.0,0
SB,MUM,1.0,2.0,M ,1.0,N,12.0,12.0,46.0,90.15,0
SB,MUM,1.0,2.0,M ,1.0,Y,12.0,12.0,40.0,210.2,0
SB,MUM,1.0,2.0,M ,1.0,N,12.0,12.0,29.0,0.0,0
SB,MUM,1.0,2.0,M ,2.0,Y,12.0,12.0,52.0,5762.0,0
SB,MUM,1.0,2.0,M ,1.0,N,12.0,12.0,53.0,0.0,0
SB,MUM,1.0,2.0,M ,0.0,Y,12.0,12.0,45.0,0.76,0
SB,MUM,1.0,2.0,M ,1.0,Y,12.0,12.0,37.0,568.53,0
SB,MUM,1.0,2.0,M ,1.0,Y,12.0,12.0,30.0,568.31,0
SB,MUM,1.0,1.0,M ,1.0,Y,12.0,12.0,42.0,568.53,0
SB,MUM,1.0,2.0,M ,0.0,Y,12.0,12.0,51.0,0.0,0
SB,MUM,1.0,2.0,M ,1.0,Y,12.0,12.0,42.0,568.31,0
SB,MUM,1.0,2.0,M ,1.0,Y,12.0,12.0,48.0,568.31,0
SB,NMM,10.0,2.0,M ,0.0,Y,12.0,12.0,84.0,3128.23,0
SB,MUM,10.0,1.0,M ,1.0,Y,12.0,12.0,70.0,3931.29,0
SB,MUM,1.0,1.0,F ,1.0,N,12.0,12.0,31.0,0.0,0
SB,MUM,10.0,2.0,F ,1.0,Y,12.0,12.0,79.0,0.0,0
SB,NMM,10.0,2.0,M ,0.0,Y,10.0,12.0,43.0,0.0,0
SB,MUM,1.0,2.0,M ,0.0,Y,12.0,12.0,49.0,8220.23,0
SB,MUM,1.0,1.0,M ,0.0,N,12.0,12.0,35.0,785.0,0
SB,MUM,1.0,2.0,M ,1.0,Y,12.0,12.0,34.0,610.28,0
SB,MUM,1.0,2.0,M ,1.0,Y,12.0,12.0,39.0,0.0,0
SB,MUM,1.0,2.0,M ,1.0,Y,12.0,12.0,31.0,0.0,0
SB,MUM,1.0,2.0,M ,2.0,Y,12.0,12.0,38.0,6192.16,0
SB,NMM,1.0,2.0,F ,0.0,Y,12.0,12.0,50.0,337565.5,0
SB,MUM,1.0,1.0,M ,1.0,Y,12.0,12.0,35.0,0.0,0
SB,MUM,1.0,1.0,M ,1.0,Y,9.0,12.0,35.0,2243.2,0
SB,MUM,1.0,2.0,M ,2.0,N,12.0,12.0,54.0,620.09,0
SB,MUM,1.0,2.0,M ,1.0,Y,12.0,12.0,47.0,796.56,0
SB,MUM,1.0,2.0,F ,0.0,Y,12.0,12.0,49.0,650.23,0
SB,MUM,1.0,2.0,M ,2.0,Y,12.0,12.0,42.0,1555.0,0
SB,MUM,1.0,2.0,M ,1.0,N,12.0,12.0,57.0,0.0,0
SB,MUM,1.0,2.0,F ,2.0,Y,12.0,12.0,38.0,608.25,0
SB,MUM,1.0,2.0,M ,0.0,Y,12.0,12.0,40.0,568.81,0
SB,MUM,1.0,2.0,M ,1.0,Y,12.0,12.0,61.0,568.81,0
SB,MUM,1.0,2.0,M ,0.0,N,12.0,12.0,57.0,752.82,0
SB,MUM,10.0,2.0,F ,1.0,Y,12.0,12.0,74.0,2484.66,0
SB,MUM,1.0,2.0,F ,1.0,N,12.0,12.0,28.0,0.0,0
SB,MUM,1.0,2.0,M ,0.0,Y,12.0,12.0,31.0,0.21,0
SB,MUM,1.0,2.0,F ,1.0,Y,12.0,12.0,43.0,127341.15,0
SB,MUM,1.0,1.0,M ,0.0,Y,12.0,12.0,31.0,1999.9,0
SB,MUM,1.0,1.0,M ,1.0,Y,12.0,12.0,45.0,741.18,0
SB,MUM,1.0,2.0,M ,1.0,Y,12.0,12.0,51.0,568.81,0
SB,MUM,1.0,1.0,M ,1.0,Y,12.0,12.0,49.0,568.81,0
SB,MUM,1.0,2.0,M ,0.0,Y,12.0,12.0,42.0,1276.0,0
SB,MUM,1.0,1.0,M ,0.0,N,12.0,12.0,48.0,3156.47,0
SB,MUM,1.0,1.0,M ,1.0,Y,12.0,12.0,46.0,568.81,0
SB,MUM,1.0,2.0,M ,1.0,Y,12.0,12.0,53.0,568.81,0
SB,MUM,1.0,2.0,M ,1.0,Y,12.0,12.0,58.0,741.18,0
SB,MUM,1.0,2.0,M ,0.0,N,12.0,12.0,44.0,1542.13,0
SB,MUM,1.0,2.0,M ,0.0,Y,12.0,12.0,47.0,0.13,0
SB,MUM,1.0,1.0,M ,1.0,N,12.0,12.0,40.0,0.0,0
SB,MUM,1.0,2.0,F ,1.0,Y,12.0,12.0,51.0,0.0,0
SB,MUM,1.0,2.0,M ,1.0,N,12.0,12.0,78.0,0.0,0
SB,MUM,1.0,1.0,M ,0.0,Y,12.0,5.0,35.0,7207.83,0
SB,MUM,1.0,2.0,M ,0.0,Y,12.0,12.0,48.0,0.0,0
SB,MUM,1.0,2.0,M ,0.0,Y,11.0,12.0,48.0,1300.23,0
SB,MUM,1.0,1.0,M ,0.0,Y,12.0,12.0,34.0,684.34,0
SB,MUM,1.0,1.0,F ,1.0,Y,12.0,12.0,31.0,0.0,0
SB,MUM,1.0,2.0,M ,2.0,Y,12.0,12.0,55.0,0.0,0
SB,NBO,1.0,1.0,M ,1.0,Y,12.0,12.0,31.0,12123.17,0
SB,NBO,10.0,2.0,M ,0.0,Y,12.0,12.0,70.0,39104.63,0
SB,MUM,1.0,2.0,F ,0.0,Y,12.0,12.0,34.0,0.0,0
SB,MUM,1.0,2.0,M ,1.0,Y,12.0,12.0,52.0,74957.14,0
SB,MUM,1.0,1.0,M ,0.0,Y,12.0,12.0,36.0,0.0,0
SB,MUM,1.0,1.0,M ,0.0,Y,12.0,12.0,33.0,1449.63,0
SB,NBO,1.0,2.0,M ,2.0,Y,12.0,12.0,46.0,1174.44,0
SB,NBO,1.0,1.0,M ,2.0,Y,12.0,12.0,35.0,11972.44,0
SB,MUM,1.0,2.0,M ,1.0,Y,12.0,12.0,43.0,0.0,0
SB,MUM,1.0,1.0,M ,1.0,N,12.0,12.0,48.0,0.0,0
SB,MUM,1.0,2.0,M ,0.0,Y,12.0,12.0,47.0,0.0,0
SB,MUM,1.0,2.0,F ,1.0,Y,12.0,12.0,46.0,8435.91,0
SB,MUM,1.0,1.0,M ,0.0,Y,12.0,12.0,36.0,775.0,0
SB,MUM,1.0,2.0,M ,1.0,N,12.0,12.0,65.0,0.0,0
SB,MUM,1.0,1.0,M ,1.0,Y,12.0,12.0,36.0,36.16,0
SB,MUM,1.0,1.0,M ,2.0,Y,12.0,12.0,49.0,0.0,0
SB,NBO,1.0,2.0,M ,0.0,Y,7.0,12.0,44.0,7779.23,0
SB,MUM,10.0,2.0,M ,0.0,Y,12.0,12.0,83.0,0.0,0
SB,NBO,1.0,2.0,M ,1.0,Y,11.0,11.0,42.0,449.75,0
SB,NBO,1.0,2.0,F ,1.0,Y,11.0,11.0,37.0,884.61,0
SB,MUM,1.0,1.0,M ,0.0,Y,11.0,11.0,38.0,705.0,0
SB,MUM,1.0,2.0,M ,0.0,Y,11.0,11.0,41.0,4497.18,0
SB,MUM,1.0,2.0,M ,2.0,Y,11.0,11.0,42.0,0.0,0
SB,MUM,1.0,2.0,M ,1.0,N,11.0,11.0,54.0,0.0,0
SB,MUM,1.0,1.0,F ,0.0,Y,11.0,11.0,32.0,192.0,0
SB,NBO,1.0,2.0,F ,0.0,Y,11.0,11.0,60.0,32458.52,0
SB,MUM,10.0,2.0,M ,0.0,Y,11.0,11.0,66.0,77971.5,0
SB,MUM,1.0,2.0,F ,0.0,N,11.0,11.0,41.0,1601.85,0
SB,MUM,1.0,2.0,M ,1.0,Y,11.0,11.0,47.0,69024.97,0
SB,NBO,1.0,2.0,M ,0.0,Y,11.0,11.0,72.0,0.0,0
SB,NBO,1.0,2.0,M ,0.0,Y,1.0,11.0,72.0,256997.4,0
SB,NBO,1.0,2.0,F ,0.0,Y,11.0,11.0,28.0,0.0,0
SB,MUM,2.0,2.0,M ,0.0,Y,11.0,11.0,39.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,11.0,11.0,50.0,746.0,0
SB,MUM,1.0,2.0,F ,0.0,N,11.0,11.0,52.0,1552.0,0
SB,MUM,1.0,2.0,F ,0.0,N,11.0,11.0,29.0,156.0,0
SB,MUM,1.0,1.0,M ,0.0,Y,11.0,11.0,27.0,6394.95,0
SB,NMM,1.0,1.0,M ,0.0,Y,11.0,11.0,33.0,72334.25,0
SB,MUM,1.0,2.0,M ,0.0,Y,11.0,11.0,40.0,1248.4,0
SB,MUM,1.0,2.0,M ,0.0,Y,11.0,11.0,37.0,1528.0,0
SB,MUM,1.0,2.0,M ,0.0,Y,11.0,11.0,39.0,340.19,0
SB,MUM,1.0,2.0,M ,0.0,Y,11.0,11.0,59.0,0.0,0
SB,MUM,1.0,2.0,M ,0.0,Y,11.0,11.0,63.0,2874.5,0
SB,MUM,1.0,2.0,M ,1.0,Y,11.0,11.0,43.0,2194.08,0
SB,MUM,1.0,2.0,F ,0.0,Y,11.0,11.0,59.0,881.0,0
SB,THN,1.0,2.0,M ,1.0,Y,11.0,11.0,55.0,301.09,0
SB,MUM,1.0,2.0,M ,0.0,Y,11.0,11.0,58.0,4132.31,0
SB,MUM,1.0,1.0,M ,0.0,Y,11.0,11.0,39.0,1311.46,0
SB,MUM,1.0,2.0,M ,0.0,Y,11.0,11.0,46.0,0.0,0
SB,MUM,1.0,1.0,M ,0.0,Y,11.0,11.0,55.0,1148.96,0
SB,MUM,1.0,2.0,M ,0.0,Y,11.0,11.0,48.0,0.0,0
SB,NMM,1.0,2.0,M ,0.0,Y,4.0,15.0,47.0,1423.0,0
SB,MUM,1.0,2.0,F ,0.0,Y,1.0,15.0,35.0,98.4,0
SB,MUM,2.0,1.0,M ,2.0,Y,15.0,13.0,43.0,0.1,0
SB,NMM,2.0,2.0,M ,0.0,Y,13.0,15.0,41.0,0.0,0
SB,NBO,1.0,2.0,M ,1.0,Y,1.0,15.0,72.0,22325.2,0
SB,MUM,2.0,1.0,F ,0.0,Y,11.0,11.0,28.0,0.07,0
SB,MUM,2.0,1.0,F ,0.0,Y,11.0,11.0,48.0,1.0,0
SB,MUM,1.0,2.0,M ,0.0,Y,11.0,11.0,51.0,21049.94,0
SB,MUM,1.0,2.0,F ,0.0,Y,11.0,11.0,42.0,4927.5,0
SB,MUM,1.0,2.0,M ,0.0,Y,11.0,11.0,38.0,1332.66,0
SB,MUM,2.0,2.0,M ,2.0,Y,15.0,11.0,50.0,0.0,1
SB,MUM,1.0,1.0,M ,0.0,Y,11.0,11.0,12.0,568.0,0
SB,MUM,1.0,2.0,M ,1.0,Y,9.0,11.0,42.0,11827.72,0
SB,MUM,1.0,2.0,M ,1.0,Y,11.0,11.0,50.0,0.0,0
SB,MUM,1.0,2.0,M ,0.0,Y,11.0,11.0,33.0,3939.46,0
SB,MUM,1.0,2.0,M ,0.0,Y,11.0,11.0,44.0,2613.44,0
SB,MUM,1.0,2.0,F ,0.0,Y,11.0,11.0,59.0,2668.73,0
SB,MUM,1.0,2.0,F ,0.0,Y,11.0,11.0,46.0,15558.73,0
SB,MUM,1.0,2.0,M ,0.0,Y,11.0,11.0,36.0,1512.0,0
SB,MUM,1.0,1.0,M ,0.0,Y,11.0,11.0,30.0,1526.96,0
SB,NBO,1.0,2.0,M ,1.0,Y,11.0,11.0,45.0,197008.32,0
SB,MUM,1.0,2.0,M ,0.0,Y,11.0,11.0,28.0,0.0,0
SB,MUM,1.0,2.0,M ,0.0,Y,11.0,11.0,57.0,2692.0,0
SB,MUM,1.0,1.0,M ,1.0,Y,11.0,11.0,42.0,1312.28,0
SB,MUM,1.0,1.0,M ,0.0,Y,11.0,11.0,33.0,3503.13,0
SB,MUM,1.0,2.0,M ,2.0,Y,11.0,11.0,60.0,2664.85,0
SB,NBO,1.0,2.0,M ,0.0,Y,4.0,11.0,45.0,5119.0,0
SB,NBO,1.0,2.0,M ,0.0,Y,11.0,11.0,53.0,267.93,0
SB,MUM,1.0,1.0,M ,0.0,Y,11.0,11.0,34.0,1990.61,0
SB,MUM,1.0,1.0,M ,0.0,Y,11.0,11.0,40.0,1521.97,0
SB,MUM,1.0,2.0,M ,0.0,Y,11.0,11.0,69.0,0.0,0
SB,MUM,1.0,2.0,M ,0.0,Y,5.0,11.0,67.0,21062.06,0
SB,MUM,5.0,1.0,M ,0.0,Y,11.0,11.0,48.0,534191.85,0
SB,MUM,1.0,2.0,M ,0.0,Y,11.0,11.0,44.0,3244.95,0
SB,MUM,1.0,2.0,M ,0.0,Y,11.0,11.0,47.0,1767.49,0
SB,MUM,1.0,2.0,M ,0.0,Y,9.0,11.0,54.0,6798.0,0
SB,MUM,5.0,1.0,M ,0.0,Y,11.0,11.0,40.0,2922.12,0
SB,MUM,1.0,2.0,M ,0.0,Y,9.0,11.0,69.0,29917.97,0
SB,NBO,1.0,2.0,M ,0.0,Y,11.0,11.0,54.0,105634.72,0
SB,MUM,1.0,2.0,F ,0.0,Y,11.0,11.0,49.0,741.12,0
SB,MUM,1.0,2.0,M ,0.0,Y,11.0,11.0,42.0,1470.0,0
SB,MUM,1.0,1.0,M ,0.0,Y,11.0,11.0,29.0,883.73,0
SB,MUM,1.0,2.0,M ,0.0,Y,11.0,11.0,46.0,0.0,0
SB,MUM,1.0,2.0,M ,0.0,Y,11.0,11.0,52.0,1714.88,0
SB,MUM,1.0,1.0,M ,0.0,Y,11.0,11.0,60.0,72896.84,0
SB,MUM,10.0,2.0,M ,0.0,Y,11.0,11.0,42.0,0.0,0
SB,MUM,10.0,2.0,F ,0.0,Y,11.0,11.0,74.0,0.0,0
SB,MUM,1.0,2.0,M ,0.0,Y,11.0,11.0,31.0,771.0,0
SB,MUM,1.0,1.0,M ,0.0,Y,11.0,11.0,44.0,155.0,0
SB,MUM,1.0,2.0,M ,0.0,Y,11.0,11.0,47.0,4694.96,0
SB,MUM,1.0,2.0,M ,0.0,Y,11.0,11.0,48.0,2103.25,0
SB,MUM,1.0,2.0,M ,0.0,Y,11.0,11.0,50.0,1535.0,0
SB,MUM,1.0,2.0,F ,0.0,Y,11.0,11.0,37.0,4023.97,0
SB,MUM,1.0,2.0,F ,1.0,Y,9.0,11.0,48.0,2935.9,0
SB,MUM,1.0,1.0,M ,0.0,Y,11.0,11.0,44.0,0.0,0
SB,MUM,1.0,2.0,M ,0.0,Y,11.0,11.0,47.0,7179.28,0
SB,NBO,1.0,4.0,F ,0.0,Y,11.0,11.0,76.0,34957.0,0
SB,MUM,1.0,1.0,M ,1.0,Y,11.0,11.0,39.0,0.0,0
SB,MUM,1.0,2.0,F ,0.0,Y,11.0,11.0,44.0,1813.22,0
SB,MUM,1.0,2.0,M ,0.0,Y,11.0,11.0,32.0,0.0,0
SB,MUM,1.0,2.0,M ,0.0,Y,11.0,11.0,45.0,7.2,0
SB,MUM,1.0,2.0,M ,0.0,Y,11.0,11.0,50.0,1478.19,0
SB,MUM,1.0,2.0,M ,0.0,Y,11.0,11.0,60.0,10571.67,0
SB,MUM,1.0,1.0,M ,0.0,Y,11.0,11.0,35.0,1453.0,0
SB,NMM,4.0,1.0,M ,0.0,Y,11.0,11.0,37.0,0.0,0
SB,NMM,4.0,1.0,M ,0.0,Y,0.0,11.0,39.0,84628.0,0
SB,MUM,1.0,2.0,M ,1.0,Y,9.0,11.0,52.0,3011.97,0
SB,MUM,1.0,2.0,M ,0.0,Y,11.0,11.0,63.0,1696.94,0
SB,MUM,1.0,2.0,M ,0.0,Y,11.0,11.0,44.0,0.0,0
SB,MUM,1.0,2.0,F ,0.0,Y,11.0,11.0,33.0,349.25,0
SB,MUM,1.0,1.0,F ,0.0,Y,11.0,11.0,34.0,1417.5,0
SB,MUM,1.0,2.0,M ,0.0,Y,11.0,11.0,46.0,0.0,0
SB,MUM,1.0,2.0,M ,0.0,Y,11.0,11.0,52.0,652.64,0
SB,NBO,1.0,2.0,M ,0.0,Y,11.0,11.0,51.0,4538.0,0
SB,MUM,1.0,2.0,M ,0.0,Y,11.0,11.0,28.0,1108.0,0
SB,MUM,1.0,2.0,M ,0.0,Y,11.0,11.0,28.0,0.0,0
SB,NBO,1.0,2.0,F ,0.0,Y,11.0,11.0,36.0,0.0,0
SB,NBO,1.0,2.0,F ,0.0,Y,6.0,11.0,32.0,1396.94,0
SB,NBO,1.0,1.0,M ,0.0,Y,11.0,11.0,23.0,141085.59,0
SB,NMM,10.0,2.0,M ,0.0,Y,11.0,11.0,63.0,53858.0,0
SB,MUM,10.0,2.0,F ,0.0,Y,11.0,11.0,66.0,11078.08,0
SB,NMM,1.0,1.0,M ,0.0,Y,11.0,11.0,36.0,1193.2,0
SB,NMM,1.0,1.0,M ,0.0,Y,8.0,11.0,36.0,429.05,0
SB,MUM,1.0,2.0,M ,0.0,Y,11.0,11.0,38.0,38273.82,0
SB,MUM,1.0,2.0,M ,0.0,Y,0.0,11.0,37.0,472926.62,0
SB,MUM,1.0,1.0,M ,0.0,Y,11.0,11.0,52.0,0.0,0
SB,MUM,1.0,1.0,M ,0.0,Y,11.0,11.0,39.0,12775.0,0
SB,MUM,1.0,1.0,M ,0.0,Y,11.0,11.0,39.0,0.0,0
SB,MUM,1.0,2.0,M ,0.0,Y,11.0,11.0,35.0,1179.27,0
SB,MUM,1.0,2.0,M ,0.0,Y,11.0,11.0,33.0,468.28,0
SB,MUM,1.0,1.0,M ,0.0,Y,11.0,11.0,30.0,1461.69,0
SB,MUM,1.0,2.0,F ,0.0,Y,11.0,11.0,35.0,958.33,0
SB,MUM,1.0,2.0,M ,0.0,Y,11.0,11.0,52.0,0.0,0
SB,NBO,1.0,2.0,M ,0.0,Y,11.0,11.0,53.0,0.0,0
SB,MUM,1.0,2.0,M ,0.0,Y,7.0,11.0,38.0,1380.38,0
SB,MUM,1.0,2.0,M ,0.0,Y,11.0,11.0,35.0,0.0,0
SB,MUM,1.0,1.0,M ,0.0,Y,11.0,11.0,43.0,313038.82,0
SB,MUM,1.0,2.0,M ,0.0,Y,11.0,11.0,57.0,2741.17,0
SB,MUM,1.0,1.0,M ,0.0,Y,11.0,11.0,49.0,870.76,0
SB,MUM,1.0,2.0,F ,1.0,Y,11.0,11.0,40.0,0.0,0
SB,MUM,1.0,2.0,F ,0.0,Y,11.0,11.0,45.0,0.0,0
SB,MUM,1.0,2.0,F ,0.0,Y,5.0,11.0,45.0,1891.2,0
SB,MUM,1.0,2.0,F ,0.0,Y,11.0,11.0,47.0,158135.0,0
SB,MUM,1.0,2.0,M ,0.0,Y,11.0,11.0,45.0,353.25,0
